No	ExtEHR resource	ExtEHR field	ExtEHR #	ExtEHR description	ExtEHR type	Ext binding	ExtEHR source	Mapped Resource	Mapped Field	EQ				Modeling	Needs work	Actor	Section	R4Mapped Resource	R4Mapped Field	EQ				Modeling	Needs work	Actor	Section	
836	EHDSImagingStudy	series	0..*	Series. Each study has one or more series of instances, but they may be absent when no series information needs to be conveyed	Base		Series. Each study has one or more series of instances, but they may be absent when no series information needs to be conveyed	ImagingStudyEuImaging	series	EQ						MR		ImagingStudyEuImaging	series	EQ						MR		
837	EHDSImagingStudy	series.seriesUid	1..1	DICOM Series Instance UID for the series	Identifier		DICOM Series Instance UID for the series	ImagingStudyEuImaging	series.uid	EQ						MR		ImagingStudyEuImaging	series.uid	EQ						MR		
838	EHDSImagingStudy	series.number	0..1	Numeric identifier of this series	integer		Numeric identifier of this series	ImagingStudyEuImaging	series.number	EQ						MR		ImagingStudyEuImaging	series.number	EQ						MR		
839	EHDSImagingStudy	series.acquisitionModality	1..1	Acquisition modality - the modality used for this series	CodeableConcept	DICOM CID029 (preferred)	Acquisition modality - the modality used for this series	ImagingStudyEuImaging	series.modality	EQ						MR		ImagingStudyEuImaging	series.modality	EQ						MR		
840	EHDSImagingStudy	series.description	0..1	A short human readable summary of the series	string		A short human readable summary of the series	ImagingStudyEuImaging	series.description	EQ						MR		ImagingStudyEuImaging	series.description	EQ						MR		
841	EHDSImagingStudy	series.numberOfInstances	0..1	Number of Series Related Instances	integer		Number of Series Related Instances	ImagingStudyEuImaging	series.numberOfInstances	EQ						MR		ImagingStudyEuImaging	series.numberOfInstances	EQ						MR		
842	EHDSImagingStudy	series.seriesEndpoint	0..1	Series endpoint describing the technical details of a location that can be connected to for the delivery/retrieval of information. Sufficient information is required to ensure that a connection can be made securely, and appropriate data transmitted as defined by the endpoint owner. These may be locally hosted services, regional services, or national service.	EHDSEndpoint		Series endpoint describing the technical details of a location that can be connected to for the delivery/retrieval of information. Sufficient information is required to ensure that a connection can be made securely, and appropriate data transmitted as defined by the endpoint owner. These may be locally hosted services, regional services, or national service.	ImagingStudyEuImaging	series.endpoint	EQ		EuEndpoint, ImWadoEndpoint, ImImageIidViewerEndpoint				M		ImagingStudyEuImaging	series.endpoint	EQ		EuEndpoint, ImWadoEndpoint, ImImageIidViewerEndpoint				M		
843	EHDSImagingStudy	series.bodySite	0..1	Body part (with laterality) examined	EHDSBodyStructure		Body part (with laterality) examined	ImagingStudyEuImaging	series.bodySite	EQ		EuBodyStructure				MR		ImagingStudyEuImaging	series.bodySite	EQ		EuBodyStructure				MR		
844	EHDSImagingStudy	series.specimen	0..*	Specimen imaged	EHDSSpecimen		Specimen imaged	ImagingStudyEuImaging	series.specimen	EQ		EuSpecimen				MR		ImagingStudyEuImaging	series.specimen	EQ		EuSpecimen				MR		
845	EHDSImagingStudy	series.started	0..1	When the series started	dateTime		When the series started	ImagingStudyEuImaging	series.started	EQ						MR		ImagingStudyEuImaging	series.started	EQ						MR		
846	EHDSImagingStudy	series.instancesInTheSeries	0..*	Each series has one or more instances, but they may be absent when no instance information needs to be conveyed	Base		Each series has one or more instances, but they may be absent when no instance information needs to be conveyed	ImagingStudyEuImaging	series.instance	EQ						MR		ImagingStudyEuImaging	series.instance	EQ						MR		
847	EHDSImagingStudy	series.instancesInTheSeries.instanceTitle	0..1	Instance title that is the description of the instance.	string		Instance title that is the description of the instance.	ImagingStudyEuImaging	series.instance.extension[instance-description]	EQ	Not regular					MR		ImagingStudyEuImaging	series.instance.extension[instance-description]	EQ	Not regular					MR		
848	EHDSImagingStudy	series.instancesInTheSeries.instanceUid	1..1	DICOM SOP Instance UID	Identifier		DICOM SOP Instance UID	ImagingStudyEuImaging	series.instance.uid	EQ						MR		ImagingStudyEuImaging	series.instance.uid	EQ						MR		
849	EHDSImagingStudy	series.instancesInTheSeries.sopClass	1..1	SOP class - DICOM class type	uri		SOP class - DICOM class type	ImagingStudyEuImaging	series.instance.sopClass	EQ						MR		ImagingStudyEuImaging	series.instance.sopClass	EQ						MR		
850	EHDSImagingStudy	series.instancesInTheSeries.instanceNumber	0..1	The number of this instance in the series	integer		The number of this instance in the series	ImagingStudyEuImaging	series.instance.number	EQ						MR		ImagingStudyEuImaging	series.instance.number	EQ						MR		
851	EHDSImagingStudy	series.instancesInTheSeries.numberOfFrames	0..1	The number of frames in a multiframe instance	integer		The number of frames in a multiframe instance	ImagingStudyEuImaging	series.instance.extension[number-of-frames]	EQ						MR		ImagingStudyEuImaging	series.instance.extension[number-of-frames]	EQ						MR		
852	EHDSImmunisation		0..*	EHDS refined base model for Immunisation			Immunisation model																					
853	EHDSImmunisation	header	1..1	Common header for all patient-related data	Base		Common header for all patient-related data																					
854	EHDSImmunisation	header.subject	1..1	Patient/subject information	EHDSPatient		Subject																					
855	EHDSImmunisation	header.identifier	0..*	Business identifier for the object	Identifier		Business identifier for the object																					
856	EHDSImmunisation	header.authorship	1..*	Resource authoring details	Base		Authorship																					
857	EHDSImmunisation	header.authorship.author[x]	1..1	Author(s) by whom the resource was/were authored. Multiple authors could be provided.	EHDSHealthProfessional		Author																					
858	EHDSImmunisation	header.authorship.author[x]	1..1	Author(s) by whom the resource was/were authored. Multiple authors could be provided.	EHDSOrganisation		Author																					
859	EHDSImmunisation	header.authorship.author[x]	1..1	Author(s) by whom the resource was/were authored. Multiple authors could be provided.	EHDSDevice		Author																					
860	EHDSImmunisation	header.authorship.datetime	1..1	Date and time of the issuing the document/resource by its author.	dateTime		Date and time of authoring/issuing																					
861	EHDSImmunisation	header.lastUpdate	0..1	Date and time of the last update to the document/information	dateTime		Date and time of the last update to the resource																					
862	EHDSImmunisation	header.status	1..1	Indicates the current status of the immunisation event (completed, not-done).	CodeableConcept		Status of the resource																					
863	EHDSImmunisation	header.statusReason[x]	0..1	Reason for the current status of the resource.	CodeableConcept		Reason for the current status of the resource.																					
864	EHDSImmunisation	header.statusReason[x]	0..1	Reason for the current status of the resource.	string		Reason for the current status of the resource.																					
865	EHDSImmunisation	header.language	0..1	Language in which the resource is written. Language is expressed by the IETF language tag.	CodeableConcept	BCP 47 (preferred)	Language																					
866	EHDSImmunisation	header.version	0..1	Business version of the resource.	string		Version																					
867	EHDSImmunisation	presentedForm	0..*	A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document	EHDSAttachment		A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document																					
868	EHDSImmunisation	diseaseOrAgentTargeted	0..*	Disease or agent that the vaccination provides protection against.	CodeableConcept	ICD-10, SNOMED CT (preferred)	Disease or agent targeted																					
869	EHDSImmunisation	vaccine	1..1	Generic description of the vaccine/prophylaxis or its component(s).	CodeableConcept	SNOMED CT, ATC (preferred)	Type of vaccine																					
870	EHDSImmunisation	administeredProduct	0..1	Administered medicinal product	EHDSMedication		Administered medicinal product																					
871	EHDSImmunisation	doseNumber	0..1	Order in the vaccination course.	integer		Number in a series of vaccinations / doses																					
872	EHDSImmunisation	dateOfVaccination	1..1	The date and time when the vaccination was administered	date		Date of vaccination																					
873	EHDSImmunisation	administeringCentre	0..*	Name/code of administering centre or a health authority responsible for the vaccination event	EHDSOrganisation		Administering centre																					
874	EHDSImmunisation	vaccineAdministrator	0..*	Health professional responsible for administering the vaccine or prophylaxis	EHDSHealthProfessional		Administrator of vaccine																					
875	EHDSImmunisation	nextVaccinationDate	0..1	The date when the vaccination is planned to be given/repeated (e.g. next dose)	date		Next vaccination date																					
876	EHDSInfectiousContact		0..*	EHDS refined base model for an infectious contact			Infectious contact model																					
877	EHDSInfectiousContact	header	1..1	Common header for all patient-related data	Base		Common header for all patient-related data																					
878	EHDSInfectiousContact	header.subject	1..1	Patient/subject information	EHDSPatient		Subject																					
879	EHDSInfectiousContact	header.identifier	0..*	Business identifier for the object	Identifier		Business identifier for the object																					
880	EHDSInfectiousContact	header.authorship	1..*	Resource authoring details	Base		Authorship																					
881	EHDSInfectiousContact	header.authorship.author[x]	1..1	Author(s) by whom the resource was/were authored. Multiple authors could be provided.	EHDSHealthProfessional		Author																					
882	EHDSInfectiousContact	header.authorship.author[x]	1..1	Author(s) by whom the resource was/were authored. Multiple authors could be provided.	EHDSOrganisation		Author																					
883	EHDSInfectiousContact	header.authorship.author[x]	1..1	Author(s) by whom the resource was/were authored. Multiple authors could be provided.	EHDSDevice		Author																					
884	EHDSInfectiousContact	header.authorship.datetime	1..1	Date and time of the issuing the document/resource by its author.	dateTime		Date and time of authoring/issuing																					
885	EHDSInfectiousContact	header.lastUpdate	0..1	Date and time of the last update to the document/information	dateTime		Date and time of the last update to the resource																					
886	EHDSInfectiousContact	header.status	1..1	Status of the resource	CodeableConcept		Status of the resource																					
887	EHDSInfectiousContact	header.statusReason[x]	0..1	Reason for the current status of the resource.	CodeableConcept		Reason for the current status of the resource.																					
888	EHDSInfectiousContact	header.statusReason[x]	0..1	Reason for the current status of the resource.	string		Reason for the current status of the resource.																					
889	EHDSInfectiousContact	header.language	0..1	Language in which the resource is written. Language is expressed by the IETF language tag.	CodeableConcept	BCP 47 (preferred)	Language																					
890	EHDSInfectiousContact	header.version	0..1	Business version of the resource.	string		Version																					
891	EHDSInfectiousContact	presentedForm	0..*	A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document	EHDSAttachment		A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document																					
892	EHDSInfectiousContact	infectiousAgent	0..*	Information about a suspected infectious agent or agents the person was exposed to.	CodeableConcept	ICD-10, SNOMED CT (preferred)	Information about a suspected infectious agent or agents the person was exposed to.																					
893	EHDSInfectiousContact	timePeriod[x]	0..1	A date and duration or date time interval of contact. Partial dates are allowed.	dateTime		A date and duration or date time interval of contact. Partial dates are allowed.																					
894	EHDSInfectiousContact	timePeriod[x]	0..1	A date and duration or date time interval of contact. Partial dates are allowed.	Period		A date and duration or date time interval of contact. Partial dates are allowed.																					
895	EHDSInfectiousContact	proximity[x]	0..1	Proximity to the source/carrier of the infectious agent during exposure. Proximity could be expressed by text, code (direct, indirect) or value specifying distance from the infectious agent carrier.	CodeableConcept		Proximity to the source/carrier of the infectious agent during exposure. Proximity could be expressed by text, code (direct, indirect) or value specifying distance from the infectious agent carrier.																					
896	EHDSInfectiousContact	proximity[x]	0..1	Proximity to the source/carrier of the infectious agent during exposure. Proximity could be expressed by text, code (direct, indirect) or value specifying distance from the infectious agent carrier.	Quantity		Proximity to the source/carrier of the infectious agent during exposure. Proximity could be expressed by text, code (direct, indirect) or value specifying distance from the infectious agent carrier.																					
897	EHDSInfectiousContact	country	0..1	Country in which the person was potentially exposed to an infectious agent.	CodeableConcept	ISO 3166-1 alpha-2 (preferred)	Country in which the person was potentially exposed to an infectious agent.																					
898	EHDSInfectiousContact	note	0..1	A textual note with additional information about infectious contact.	string		A textual note with additional information about infectious contact.																					
899	EHDSLaboratoryObservation		0..*	EHDS refined base model for Observation performed by laboratory			Laboratory observation model																					
900	EHDSLaboratoryObservation	header	1..1	Common header for all patient-related data	Base		Common header for all patient-related data																					
901	EHDSLaboratoryObservation	header.subject	1..1	Patient/subject information	EHDSPatient		Patient who is receiving health care. This patient might be different from the direct subject of the observation.																					
902	EHDSLaboratoryObservation	header.identifier	0..*	Business identifier for the object	Identifier		Business identifier for the object																					
903	EHDSLaboratoryObservation	header.authorship	1..*	Resource authoring details	Base		Authorship																					
904	EHDSLaboratoryObservation	header.authorship.author[x]	1..1	Author(s) by whom the resource was/were authored. Multiple authors could be provided.	EHDSHealthProfessional		Author																					
905	EHDSLaboratoryObservation	header.authorship.author[x]	1..1	Author(s) by whom the resource was/were authored. Multiple authors could be provided.	EHDSOrganisation		Author																					
906	EHDSLaboratoryObservation	header.authorship.author[x]	1..1	Author(s) by whom the resource was/were authored. Multiple authors could be provided.	EHDSDevice		Author																					
907	EHDSLaboratoryObservation	header.authorship.datetime	1..1	Date and time of the issuing the document/resource by its author.	dateTime		Date and time of authoring/issuing																					
908	EHDSLaboratoryObservation	header.lastUpdate	0..1	Date and time of the last update to the document/information	dateTime		Date and time of the last update to the resource																					
909	EHDSLaboratoryObservation	header.status	1..1	Status of the resource	CodeableConcept	HL7 Observation status (preferred)	Status of the resource																					
910	EHDSLaboratoryObservation	header.statusReason[x]	0..1	Reason for the current status of the resource.	CodeableConcept		Reason for the current status of the resource.																					
911	EHDSLaboratoryObservation	header.statusReason[x]	0..1	Reason for the current status of the resource.	string		Reason for the current status of the resource.																					
912	EHDSLaboratoryObservation	header.language	0..1	Language in which the resource is written. Language is expressed by the IETF language tag.	CodeableConcept	BCP 47 (preferred)	Language																					
913	EHDSLaboratoryObservation	header.version	0..1	Business version of the resource.	string		Version																					
914	EHDSLaboratoryObservation	presentedForm	0..*	A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document	EHDSAttachment		A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document																					
915	EHDSLaboratoryObservation	header.directSubject[x]	0..1	The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device	EHDSPatient		The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device																					
916	EHDSLaboratoryObservation	header.directSubject[x]	0..1	The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device	EHDSPatientAnimal		The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device																					
917	EHDSLaboratoryObservation	header.directSubject[x]	0..1	The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device	EHDSLocation		The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device																					
918	EHDSLaboratoryObservation	header.directSubject[x]	0..1	The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device	EHDSDevice		The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device																					
919	EHDSLaboratoryObservation	header.directSubject[x]	0..1	The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device	EHDSHealthProfessional		The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device																					
920	EHDSLaboratoryObservation	header.directSubject[x]	0..1	The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device	EHDSOrganisation		The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device																					
921	EHDSLaboratoryObservation	header.directSubject[x]	0..1	The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device	EHDSProcedure		The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device																					
922	EHDSLaboratoryObservation	observationDate[x]	1..1	Clinically relevant time or time period for the observation	dateTime		Clinically relevant time or time period for the observation																					
923	EHDSLaboratoryObservation	observationDate[x]	1..1	Clinically relevant time or time period for the observation	Period		Clinically relevant time or time period for the observation																					
924	EHDSLaboratoryObservation	code	1..1	Code representing the observation using the agreed code systems.	CodeableConcept	LOINC, NPU (preferred)	Observation code																					
925	EHDSLaboratoryObservation	originalName	0..1	Original (conventional) name of the observation	string		Original (conventional) name of the observation																					
926	EHDSLaboratoryObservation	method	0..1	Observation method (measurement principle) to obtain the result.	CodeableConcept	SNOMED CT (preferred)	Observation method																					
927	EHDSLaboratoryObservation	order	0..1	Identifies order and order placer this observation belongs to	EHDSServiceRequest		Identifies order and order placer this observation belongs to																					
928	EHDSLaboratoryObservation	performer	0..1	Performer	EHDSHealthProfessional		Performer																					
929	EHDSLaboratoryObservation	anatomicLocation	0..1	Anatomic location and laterality where the observation was performed.	EHDSBodyStructure		Anatomic location and laterality where the observation was performed.																					
930	EHDSLaboratoryObservation	result	0..1	Result of the observation including text, numeric and coded results of the measurement and measurement uncertainty. Content of the observation result will vary according to the type of the observation.	Base		Result of the observation including text, numeric and coded results of the measurement and measurement uncertainty. Content of the observation result will vary according to the type of the observation.																					
931	EHDSLaboratoryObservation	result.value[x]	1..1	Observation result value according to the type of observation	string	UCUM for units, SNOMED CT for coded results (preferred)	Observation result value according to the type of observation																					
932	EHDSLaboratoryObservation	result.value[x]	1..1	Observation result value according to the type of observation	Quantity	UCUM for units, SNOMED CT for coded results (preferred)	Observation result value according to the type of observation																					
933	EHDSLaboratoryObservation	result.value[x]	1..1	Observation result value according to the type of observation	Range	UCUM for units, SNOMED CT for coded results (preferred)	Observation result value according to the type of observation																					
934	EHDSLaboratoryObservation	result.value[x]	1..1	Observation result value according to the type of observation	CodeableConcept	UCUM for units, SNOMED CT for coded results (preferred)	Observation result value according to the type of observation																					
935	EHDSLaboratoryObservation	result.uncertainty	0..1	Measurement uncertainty type and interval if needed.	Base		Measurement uncertainty type and interval if needed.																					
936	EHDSLaboratoryObservation	dataAbsentReason	0..1	Provides a reason why the expected value in the element Observation.value[x] is missing.	CodeableConcept	HL7 Data absent reason (preferred)	Provides a reason why the expected value in the element Observation.value[x] is missing.																					
937	EHDSLaboratoryObservation	referenceRange	0..*	Reference range, multiple reference ranges of different types culd by provided. Provides guide for interpretation of result.	Base		Reference range, multiple reference ranges of different types culd by provided. Provides guide for interpretation of result.																					
938	EHDSLaboratoryObservation	interpretation	0..*	Information about reference intervals and result interpretation.	CodeableConcept	SNOMED CT, HL7 ObservationInterpretation (preferred)	Information about reference intervals and result interpretation.																					
939	EHDSLaboratoryObservation	resultDescription	0..1	Comments and narrative representation of the observation result and findings.	string		Comments and narrative representation of the observation result and findings.																					
940	EHDSLaboratoryObservation	component	0..*	Component in case the observation consists of multiple sub-observations (e.g. blood pressure).	Base		Component in case the observation consists of multiple sub-observations (e.g. blood pressure).																					
941	EHDSLaboratoryObservation	component.code	1..1	Code representing the observation using the agreed code systems.	CodeableConcept	LOINC, NPU, SNOMED CT (preferred)	Code representing the observation using the agreed code systems.																					
942	EHDSLaboratoryObservation	component.result	0..1	Result of the observation including text, numeric and coded results of the measurement and measurement uncertainty. Content of the observation result will vary according to the type of the observation.	Base		Result of the observation including text, numeric and coded results of the measurement and measurement uncertainty. Content of the observation result will vary according to the type of the observation.																					
943	EHDSLaboratoryObservation	component.result.value[x]	1..1	Observation result value according to the type of observation	string		Observation result value according to the type of observation																					
944	EHDSLaboratoryObservation	component.result.value[x]	1..1	Observation result value according to the type of observation	Quantity		Observation result value according to the type of observation																					
945	EHDSLaboratoryObservation	component.result.value[x]	1..1	Observation result value according to the type of observation	Range		Observation result value according to the type of observation																					
946	EHDSLaboratoryObservation	component.result.value[x]	1..1	Observation result value according to the type of observation	CodeableConcept		Observation result value according to the type of observation																					
947	EHDSLaboratoryObservation	component.result.uncertainty	0..1	Measurement uncertainty type and interval if needed.	Base		Measurement uncertainty type and interval if needed.																					
948	EHDSLaboratoryObservation	component.dataAbsentReason	0..1	Provides a reason why the expected value in the element Observation.value[x] is missing.	CodeableConcept	HL7 Data absent reason (preferred)	Provides a reason why the expected value in the element Observation.value[x] is missing.																					
949	EHDSLaboratoryObservation	component.referenceRange	0..*	Reference range, multiple reference ranges of different types culd by provided. Provides guide for interpretation of result.	Base		Reference range, multiple reference ranges of different types culd by provided. Provides guide for interpretation of result.																					
950	EHDSLaboratoryObservation	component.interpretation	0..*	Information about reference intervals and result interpretation.	CodeableConcept	SNOMED CT, HL7 ObservationInterpretation (preferred)	Information about reference intervals and result interpretation.																					
951	EHDSLaboratoryObservation	derivedFrom[x]	0..*	Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.	EHDSObservation		Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.																					
952	EHDSLaboratoryObservation	derivedFrom[x]	0..*	Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.	EHDSLaboratoryObservation		Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.																					
953	EHDSLaboratoryObservation	derivedFrom[x]	0..*	Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.	EHDSImagingStudy		Reference to the related resource from which the observation has been made. For example, a calculated anion gap or a fetal measurement based on an ultrasound image.																					
954	EHDSLaboratoryObservation	triggeredBy[x]	0..*	References to the observation(s) that triggered the performance of this observation.	EHDSLaboratoryObservation		References to the observation(s) that triggered the performance of this observation.																					
955	EHDSLaboratoryObservation	triggeredBy[x]	0..*	References to the observation(s) that triggered the performance of this observation.	EHDSObservation		References to the observation(s) that triggered the performance of this observation.																					
956	EHDSLaboratoryObservation	hasMember[x]	0..*	This observation is a group observation (e.g. a battery, a panel of tests, a set of vital sign measurements) that includes the target as a member of the group.	EHDSLaboratoryObservation		This observation is a group observation (e.g. a battery, a panel of tests, a set of vital sign measurements) that includes the target as a member of the group.																					
957	EHDSLaboratoryObservation	hasMember[x]	0..*	This observation is a group observation (e.g. a battery, a panel of tests, a set of vital sign measurements) that includes the target as a member of the group.	EHDSObservation		This observation is a group observation (e.g. a battery, a panel of tests, a set of vital sign measurements) that includes the target as a member of the group.																					
958	EHDSLaboratoryObservation	testKit	0..1	Laboratory test kit used during measurement.	EHDSDevice		Test kit																					
959	EHDSLaboratoryObservation	calibrator	0..1	Information about which end-user calibrator the laboratory used for the measurement to indicate the metrological traceability chain. 	Identifier		Calibrator																					
960	EHDSLaboratoryObservation	accreditationStatus	0..1	Accreditation status of the laboratory for the particular observation.	CodeableConcept	Code system to be specified (preferred)	Accreditation status																					
961	EHDSLaboratoryObservation	previousResults	0..*	Previous results of the same observation	EHDSLaboratoryObservation		Previous results																					
962	EHDSLaboratoryOrder		0..*	A - EHDS refined base model for Laboratory order			Laboratory order																					
963	EHDSLaboratoryOrder	laboratoryOrderHeader	1..1	Laboratory Order header	EHDSLaboratoryOrderHeader		A.1 - Laboratory Order header																					
964	EHDSLaboratoryOrder	laboratoryOrderStructuredBody	0..1	Laboratory order body	EHDSLaboratoryOrderBody		A.2 - Laboratory order structured body																					
965	EHDSLaboratoryOrder	presentedForms	0..*	Entire report as issued. Various formats could be provided,  pdf format is recommended.	EHDSAttachment		A.3 - Attachment																					
966	EHDSLaboratoryOrder	laboratoryOrderAttachments[x]	0..*	Document attachments	EHDSAttachment		A.4 - Attachment, Media																					
967	EHDSLaboratoryOrder	laboratoryOrderAttachments[x]	0..*	Document attachments	EHDSMedia		A.4 - Attachment, Media																					
968	EHDSLaboratoryOrderBody		0..*	B.1 - EHDS refined base model for Laboratory order body			Laboratory order body model																					
969	EHDSLaboratoryOrderBody	orderInformation	0..*	Order Information	Base		Order Information																					
970	EHDSLaboratoryOrderBody	orderInformation.orderId	1..*	An identifier of the laboratory test order.	Identifier		An identifier of the laboratory test order.																					
971	EHDSLaboratoryOrderBody	orderInformation.orderDateAndTime	0..1	Date and time of the order placement.	dateTime		Date and time of the order placement.																					
972	EHDSLaboratoryOrderBody	orderInformation.orderText	0..1	A verbal description of the order or any supplementary requirements specific to each type of order, if they cannot be expressed formally.	string		A verbal description of the order or any supplementary requirements specific to each type of order, if they cannot be expressed formally.																					
973	EHDSLaboratoryOrderBody	orderInformation.orderPlacer[x]	0..1	The person/organisation "authorised" to place the order. Order placer could be either a health professional, health professional organisation or the patient himself.	EHDSHealthProfessional		The person/organisation "authorised" to place the order. Order placer could be either a health professional, health professional organisation or the patient himself.																					
974	EHDSLaboratoryOrderBody	orderInformation.orderPlacer[x]	0..1	The person/organisation "authorised" to place the order. Order placer could be either a health professional, health professional organisation or the patient himself.	EHDSOrganisation		The person/organisation "authorised" to place the order. Order placer could be either a health professional, health professional organisation or the patient himself.																					
975	EHDSLaboratoryOrderBody	orderInformation.orderPlacer[x]	0..1	The person/organisation "authorised" to place the order. Order placer could be either a health professional, health professional organisation or the patient himself.	EHDSPatient		The person/organisation "authorised" to place the order. Order placer could be either a health professional, health professional organisation or the patient himself.																					
976	EHDSLaboratoryOrderBody	orderInformation.orderReasonText	0..*	An explanation or justification for why this service is being requested in textual form.	string		An explanation or justification for why this service is being requested in textual form.																					
977	EHDSLaboratoryOrderBody	orderInformation.orderReason[x]	0..*	An explanation or justification for why this service is being requested in coded or structured form.	CodeableConcept	SNOMED CT (preferred)	An explanation or justification for why this service is being requested in coded or structured form.																					
978	EHDSLaboratoryOrderBody	orderInformation.orderReason[x]	0..*	An explanation or justification for why this service is being requested in coded or structured form.	EHDSCondition	SNOMED CT (preferred)	An explanation or justification for why this service is being requested in coded or structured form.																					
979	EHDSLaboratoryOrderBody	orderInformation.orderReason[x]	0..*	An explanation or justification for why this service is being requested in coded or structured form.	EHDSObservation	SNOMED CT (preferred)	An explanation or justification for why this service is being requested in coded or structured form.																					
980	EHDSLaboratoryOrderBody	orderInformation.clinicalQuestion	0..1	Specification of clinical question (goal of the investigation) to be answered by the laboratory investigation.	string		Specification of clinical question (goal of the investigation) to be answered by the laboratory investigation.																					
981	EHDSLaboratoryOrderBody	encounter	0..1	An encounter that provides additional information about the healthcare context in which this order is made.	Reference		An encounter that provides additional information about the healthcare context in which this order is made.																					
982	EHDSLaboratoryOrderBody	supportingInformation	0..1	Additional clinical information about the patient or specimen that may influence the services or their interpretations. This information includes diagnosis, clinical findings and other observations. In laboratory ordering these are typically referred to as 'ask at order entry questions (AOEs).' This includes observations explicitly requested by the producer (filler) to provide context or supporting information needed to complete the order. For example, reporting the amount of inspired oxygen for blood gas measurements.	Base		Additional clinical information about the patient or specimen that may influence the services or their interpretations. This information includes diagnosis, clinical findings and other observations. In laboratory ordering these are typically referred to as 'ask at order entry questions (AOEs).' This includes observations explicitly requested by the producer (filler) to provide context or supporting information needed to complete the order. For example, reporting the amount of inspired oxygen for blood gas measurements.																					
983	EHDSLaboratoryOrderBody	supportingInformation.observation	0..*	Clinical findings and other observations.	EHDSObservation		Clinical findings and other observations.																					
984	EHDSLaboratoryOrderBody	supportingInformation.condition	0..*	Condition that may influence the service or result interpretation.	EHDSCondition		Condition that may influence the service or result interpretation.																					
985	EHDSLaboratoryOrderBody	supportingInformation.medicationAdministration	0..*	Medication administered before ordering the service.	EHDSMedicationAdministration		Medication administered before ordering the service.																					
986	EHDSLaboratoryOrderBody	supportingInformation.sexForClinicalUse	0..*	A Sex Parameter for Clinical Use is a parameter that provides guidance on how a recipient should apply settings or reference ranges that are derived from observable information such as an organ inventory, recent hormone lab tests, genetic testing, menstrual status, obstetric history, etc.. This property is intended for use in clinical decision making, and indicates that treatment or diagnostic tests should consider best practices associated with the relevant reference population	CodeableConcept	HL7 sex-parameter-for-clinical-use (preferred)	A Sex Parameter for Clinical Use is a parameter that provides guidance on how a recipient should apply settings or reference ranges that are derived from observable information such as an organ inventory, recent hormone lab tests, genetic testing, menstrual status, obstetric history, etc.. This property is intended for use in clinical decision making, and indicates that treatment or diagnostic tests should consider best practices associated with the relevant reference population																					
987	EHDSLaboratoryOrderBody	supportingInformation.vaccination	0..*	Vaccination history of the patient.	EHDSImmunisation		Vaccination history of the patient.																					
988	EHDSLaboratoryOrderBody	supportingInformation.otherSupportingInformation	0..*	Any other type of relevant supporting information	Resource		Any other type of relevant supporting information																					
989	EHDSLaboratoryOrderBody	specimen	0..*	Specimen information	EHDSSpecimen		Specimen information																					
990	EHDSLaboratoryOrderBody	serviceRequests	0..*	Specification of requested service or services	EHDSServiceRequest		Specification of requested service or services																					
991	EHDSLaboratoryOrderBody	allergy	0..*	Allergies and intolerances that may affect order execution or interpretation of results	EHDSAllergyIntolerance		Allergies and intolerances that may affect order execution or interpretation of results																					
992	EHDSLaboratoryOrderBody	alerts	0..*	Alerts and warnings that may affect order execution or interpretation of results	EHDSAlert		Alerts and warnings that may affect order execution or interpretation of results																					
993	EHDSLaboratoryOrderBody	appointment	0..1	Information about the appointment (if the appointment has been booked)	EHDSAppointment		Information about the appointment (if the appointment has been booked)																					
994	EHDSLaboratoryOrderHeader		0..*	A.1 - EHDS refined base model for Laboratory order header data elements			Laboratory order header model																					
995	EHDSLaboratoryOrderHeader	subject	1..1	Patient/subject information	EHDSPatient		A.1.1 - Subject																					
